,amat,nvda,Ratio,Spread
0,144.8072967529297,277.75030517578125,1.9180684358031972,-33.83222342431045
1,143.67776489257812,276.9310302734375,1.9274452834124145,-34.92879876653023
2,150.0288848876953,290.4783935546875,1.9361497872368123,-37.703739221114226
3,150.92062377929688,293.725341796875,1.9462240112816702,-39.43816866367268
4,154.06149291992188,296.12310791015625,1.9221098166566204,-36.508564100277646
5,161.22506713867188,309.1609191894531,1.9175735180407127,-37.395912076423734
6,158.17335510253906,302.93670654296875,1.915219578838572,-36.34784669588972
7,159.5010528564453,299.729736328125,1.8791708954917608,-30.888908071995466
8,156.52862548828125,295.5835876464844,1.8883676179001117,-31.784428333160996
9,155.914306640625,293.8352355957031,1.8845944411822275,-31.07805035662667
10,158.460693359375,300.9285888671875,1.899074038409688,-33.85236156377109
11,156.90512084960938,292.6263732910156,1.864989311416372,-28.188623110628917
12,152.3275909423828,275.7821350097656,1.810454253911748,-19.108541025493103
13,154.9036865234375,281.5167541503906,1.8173663937158533,-20.4737275522859
14,149.42446899414062,272.2154846191406,1.8217597589710357,-20.466007509983505
15,148.2156982421875,273.7440185546875,1.8469299932547236,-24.044792369864517
16,151.04940795898438,277.9101257324219,1.8398623965999588,-23.404515908046072
17,158.08419799804688,279.7284240722656,1.7694901047334386,-13.290787635912489
18,155.73594665527344,265.501708984375,1.7048196944028062,-3.0470482101239553
19,165.4657440185547,269.1683349609375,1.6267314818392502,9.789476642714908
20,150.9602508544922,258.7880554199219,1.714279447437875,-4.433669006272021
21,141.75559997558594,250.43580627441406,1.7666731072179562,-11.693845907769083
22,137.87159729003906,241.27438354492188,1.749993387233742,-9.120256382622665
23,133.81918334960938,233.52163696289062,1.7450535201130586,-8.240992976558227
24,138.01031494140625,233.5016632080078,1.691914573973282,-1.112250742455268
25,131.76820373535156,223.0314483642578,1.6926044526811865,-1.2295639716102413
26,134.3343963623047,227.50726318359375,1.6935890534692135,-1.3527430269447165
27,128.95428466796875,219.23500061035156,1.7000986138214595,-2.2059320387198453
28,131.23316955566406,228.18661499023438,1.7387876537832638,-7.292226348689491
29,136.91049194335938,244.63125610351562,1.7867969987626728,-14.107303333034361
30,137.33656311035156,246.1498260498047,1.79231095110499,-14.903194638608165
31,139.46681213378906,252.18418884277344,1.8082021449006505,-17.324345395872363
32,135.255859375,239.2562713623047,1.768916130272487,-11.538815975409813
33,134.32449340820312,242.96279907226562,1.8087751005612802,-16.82507576544733
34,134.87936401367188,247.04898071289062,1.8316291933868314,-19.97011619305905
35,137.47528076171875,250.84544372558594,1.8246585301423597,-19.363527011136078
36,142.87521362304688,266.80047607421875,1.8673671192410506,-26.159488193965522
37,138.48590087890625,257.99871826171875,1.862996280663372,-24.80264290629716
38,131.27279663085938,239.26625061035156,1.8226643809773553,-18.304648688359116
39,130.64859008789062,242.44329833984375,1.8556901239940362,-22.540441460804423
40,138.55526733398438,264.7024841308594,1.910446922907665,-31.38875318324883
41,139.66497802734375,264.8623352050781,1.8964119634431411,-29.666373593690103
42,135.2162322998047,244.841064453125,1.8107372191103321,-17.190822346677685
43,132.12489318847656,236.19912719726562,1.7876958799908118,-13.792245637216263
44,129.2959747314453,233.68148803710938,1.8073376879866399,-16.072863443505177
45,126.91374969482422,223.66085815429688,1.762305965209522,-10.092833546597825
46,132.43258666992188,237.25814819335938,1.7915390324943756,-14.329373756827431
47,134.715576171875,241.34432983398438,1.791510207595212,-14.543273305036218
48,133.20681762695312,243.6221923828125,1.8289018289219896,-19.380209686785058
49,128.6508026123047,234.55068969726562,1.8231576090830564,-18.036370811741612
50,132.19436645507812,242.01495361328125,1.830750886767342,-19.490235293171132
51,129.6731719970703,236.9588165283203,1.8273542081138718,-18.710410535923664
52,124.80943298339844,229.1847686767578,1.8362776209971476,-19.18597113359632
53,118.33768463134766,213.35687255859375,1.8029495272216565,-14.335101072201605
54,123.231201171875,214.9756317138672,1.7444902725084448,-7.6537447636871665
55,127.6681137084961,229.9641571044922,1.8012654093845868,-15.11662146145735
56,124.04513549804688,226.40689086914062,1.825197658578925,-17.704452973394773
57,122.7249755859375,220.83116149902344,1.7993986997731168,-14.367906736802064
58,119.24095153808594,213.1370391845703,1.7874483257246876,-12.583195708954173
59,123.4892807006836,229.55447387695312,1.8589020243251153,-21.794846526753837
60,129.51434326171875,244.77285766601562,1.889928570856325,-26.793848299024766
61,131.01318359375,247.47079467773438,1.8888999403685967,-26.94953420877811
62,134.13986206054688,264.327880859375,1.9705393817988646,-38.503319159570815
63,133.20681762695312,267.1357727050781,2.0054211748620423,-42.89379000905068
64,134.4773406982422,265.037353515625,1.9708699780905872,-38.64037898422321
65,130.44740295410156,256.1441650390625,1.963581943668038,-36.582550787170355
66,137.5643310546875,281.2849426269531,2.0447520114435096,-49.651983669649205
67,136.045654296875,276.70843505859375,2.033938066516762,-47.65137266516583
68,136.64122009277344,281.9743957519531,2.0636115189874973,-51.907167186346065
69,140.39324951171875,286.3410949707031,2.0395645514765435,-49.90987904695401
70,134.79498291015625,276.6884765625,2.0526615352362096,-49.75273466141123
71,130.8245849609375,272.6515197753906,2.084100017262052,-52.45015000583057
72,126.46707916259766,266.9159240722656,2.1105565641244395,-54.10551762341978
73,128.4820556640625,273.3909912109375,2.1278534951663857,-57.16289168177456
74,120.80926513671875,259.1119079589844,2.1448016231681386,-55.897976621342075
75,118.4468765258789,243.88352966308594,2.0590119116378807,-44.67655284943816
76,121.49414825439453,241.89505004882812,1.9910016533662855,-37.519457376473035
77,119.07221221923828,231.0133819580078,1.9401116150648237,-30.745744898190445
78,115.3797378540039,219.00254821777344,1.898102321006215,-24.99788448699268
79,113.71217346191406,214.8756866455078,1.8896454100182751,-23.699454551366692
80,115.99514770507812,221.8603515625,1.9126692448083087,-26.811863257067237
81,112.52105712890625,212.41758728027344,1.887802982840126,-23.261661649366026
82,114.01988220214844,217.66358947753906,1.9089967931350635,-25.96543862579079
83,116.19367218017578,221.81039428710938,1.9089713761964504,-26.42517961076279
84,117.01753234863281,214.6558837890625,1.8343907915399693,-17.87328249563253
85,114.83381652832031,201.67581176757812,1.7562406080776811,-8.597109970264052
86,111.96519470214844,195.00091552734375,1.7416208317780202,-6.787813382545147
87,113.62284851074219,198.86795043945312,1.750246126074296,-7.843226448407927
88,108.1139144897461,187.7364501953125,1.7364689002461204,-6.055679183269456
89,108.00473022460938,184.00930786132812,1.7037152676429792,-2.513729235978411
90,113.78165435791016,197.66888427734375,1.73726498698603,-6.3748024825796055
91,109.5333251953125,185.32830810546875,1.6919810274635934,-1.240010185287724
92,112.13394165039062,195.18077087402344,1.7406038528686958,-6.681449372863762
93,112.95780181884766,195.87025451660156,1.7340126256238768,-5.973546398358531
94,117.93071746826172,203.18463134765625,1.722915248118783,-4.853135334047005
95,112.63024139404297,188.29603576660156,1.6718070869424646,1.0450822509991782
96,111.66741943359375,186.60731506347656,1.6710990189439094,1.100716935794742
97,104.96737670898438,169.37049865722656,1.6135536960859362,6.97328684037115
98,106.38679504394531,175.81556701660156,1.65260704530085,2.9357583296963754
99,103.15091705322266,166.17294311523438,1.6109691301095688,7.089862732397767
100,105.96990203857422,161.6264190673828,1.5252106112974324,16.41779513461467
101,111.03215789794922,176.9247283935547,1.5934548309523804,9.705807688029443
102,109.66236877441406,172.5081024169922,1.5730838604431188,11.799072173479606
103,115.97529602050781,181.63113403320312,1.5661191673189214,13.383682929194498
104,110.51599884033203,169.25059509277344,1.5314578601175943,16.504460188772192
105,109.92044067382812,171.1091766357422,1.5566638523901315,13.635725414186572
106,105.672119140625,166.8124542236328,1.578585303107665,10.7266768922751
107,109.11643981933594,168.85089111328125,1.547437685768044,14.530308603161563
108,105.8011474609375,161.4165802001953,1.5256600147913462,16.341401704878827
109,107.99021911621094,169.62030029296875,1.570700584563461,11.850665382937114
110,114.49768829345703,178.3736114501953,1.5578795878657794,14.13496799504353
111,118.8857650756836,187.96629333496094,1.58106643983239,11.98510226402127
112,116.70664978027344,186.5773468017578,1.598686511462986,9.67795246015931
113,113.8907241821289,183.06002807617188,1.6073304423232093,8.419051996851527
114,116.74645233154297,195.77032470703125,1.676884571627684,0.552485468265735
115,114.38823699951172,187.05697631835938,1.6352815746181826,5.265957820506577
116,114.42803955078125,187.71649169921875,1.6404763416043084,4.6739533530270645
117,115.0947036743164,189.11538696289062,1.6431284926718315,4.405817361359288
118,111.90067291259766,186.3769073486328,1.6655566271188231,1.726756461020392
119,106.70662689208984,180.38023376464844,1.6904314101041087,-1.0864271072910525
120,101.373291015625,169.64617919921875,1.6734800409416581,0.6015144604189744
121,95.8409423828125,156.38351440429688,1.6316984215332766,4.480511690721903
122,96.13945770263672,158.2724609375,1.6462799429038097,3.097890537586585
123,96.93547058105469,165.17864990234375,1.7040062725462921,-2.4581448624713516
124,89.14441680908203,155.92376708984375,1.7491142201735537,-6.418021897290567
125,89.38322448730469,158.71221923828125,1.7756376562676313,-8.80142150601119
126,94.69666290283203,165.5684356689453,1.7484083450631687,-6.645273925364387
127,93.47278594970703,163.50958251953125,1.7492747312304082,-6.6622940135856314
128,92.8160629272461,162.16030883789062,1.747114709713555,-6.426918051306979
129,96.87577056884766,171.1653289794922,1.7668538580330408,-8.546083839408448
130,97.12452697753906,168.5967559814453,1.7358823896299116,-5.555583808440298
131,94.54740905761719,159.73167419433594,1.6894347056828967,-1.0616686705077654
132,91.48273468017578,155.33409118652344,1.697960732476706,-1.8622189439479881
133,90.52750396728516,151.50621032714844,1.6735931478006925,0.3454517565595041
134,85.84092712402344,145.14971923828125,1.6909150926173961,-1.2471728072599375
135,85.57227325439453,149.5572967529297,1.7477307901861685,-6.110426341238446
136,86.12947845458984,151.21636962890625,1.755686581901599,-6.824398192146072
137,90.29864501953125,158.4923553466797,1.7552019226024753,-7.0288713094842254
138,90.73645782470703,158.29246520996094,1.7445299166930757,-6.086387006711584
139,88.17924499511719,151.43624877929688,1.7173683987392097,-3.567575298253297
140,88.2886962890625,150.7366485595703,1.7073153743945824,-2.6823297721538437
141,88.63695526123047,151.55618286132812,1.7098532143242327,-2.91116622782186
142,91.21407318115234,153.63502502441406,1.6843346609387007,-0.6188417417309551
143,94.0001449584961,157.53286743164062,1.675878984029186,0.20889861976073698
144,92.67676544189453,160.92098999023438,1.736368217243478,-5.423867989636813
145,97.74144744873047,169.82608032226562,1.7375032266771637,-5.738521343278501
146,101.7215576171875,177.97157287597656,1.7495954352738439,-7.133168429686771
147,103.32353973388672,180.4002227783203,1.7459740853144134,-6.844623768692253
148,101.16433715820312,173.09426879882812,1.711020638904986,-3.2009912587318126
149,100.49766540527344,170.14590454101562,1.6930334038594246,-1.3833992134856827
150,98.4180679321289,165.23861694335938,1.6789459538802496,-0.0034112586014543034
151,102.9454345703125,177.80166625976562,1.7271447442220058,-4.887388575840527
152,104.6369857788086,179.74058532714844,1.7177538514641546,-3.9571908787964047
153,105.4529037475586,181.52960205078125,1.7214281977985264,-4.3622921106723656
154,105.87081146240234,184.30807495117188,1.7408771351169323,-6.431932771980167
155,104.46781921386719,185.1575927734375,1.7723888003671417,-9.661129412371588
156,108.46783447265625,188.8255615234375,1.7408438404017248,-6.5444907680978535
157,110.50762939453125,192.0437774658203,1.737832749811246,-6.302917981088507
158,109.07479858398438,189.7850341796875,1.7399531023067498,-6.474464052132413
159,107.293701171875,177.83163452148438,1.6574284657830365,2.457935462241926
160,99.16433715820312,170.76556396484375,1.7220461393536133,-4.2645771813220055
161,104.52752685546875,180.86997985839844,1.7303574024906296,-5.272243656981596
162,105.00513458251953,179.32083129882812,1.7077339314098656,-2.9130029585398005
163,109.83101654052734,186.98658752441406,1.70249346144781,-2.3933618048907532
164,109.23400115966797,190.21481323242188,1.741351696477581,-6.634212391909637
165,107.95040893554688,188.6856231689453,1.7478916942464053,-7.282181346981554
166,105.47279357910156,183.2486572265625,1.7374021395302408,-6.047611240607091
167,107.73150634765625,187.626220703125,1.7416095538258192,-6.594069493907051
168,104.10960388183594,178.39134216308594,1.7134955423090412,-3.5024640818764623
169,100.30860900878906,170.245849609375,1.697220720052633,-1.804011414977674
170,101.42304229736328,171.71502685546875,1.6930573463968441,-1.382947789246765
171,101.23350524902344,172.1248016357422,1.70027503455831,-2.1142049580760385
172,104.74495697021484,179.03099060058594,1.709208689173408,-3.064461314942031
173,98.56002044677734,162.51011657714844,1.6488441848985238,2.965861209266683
174,96.30550384521484,157.9226531982422,1.6398092205826607,3.729336674160726
175,94.2904052734375,154.59449768066406,1.6395570390470555,3.639592062425385
176,93.84149932861328,150.8565673828125,1.6075677441442446,6.616112616677645
177,91.58699035644531,139.29296875,1.520881603466703,14.35573627604021
178,91.01837158203125,136.39456176757812,1.498538804824157,16.289683152232307
179,90.07068634033203,134.57557678222656,1.4941107062705488,16.50125619480466
180,91.71668243408203,137.10491943359375,1.4948743870247687,16.76376221053048
181,93.56218719482422,139.8642120361328,1.494879675534883,17.134713978531472
182,96.27558135986328,143.83319091796875,1.49397374584883,17.768046069198228
183,96.06608581542969,145.01290893554688,1.509511995879149,16.2329931521573
184,90.17044067382812,131.2764129638672,1.455869706112793,19.969617864887574
185,90.41983032226562,131.24642944335938,1.451522624800152,20.42260248498534
186,88.70401000976562,129.25692749023438,1.4571711862406693,19.501823745092004
187,88.65413665771484,131.9462432861328,1.4883258498761842,16.727915493612933
188,89.50206756591797,133.78578186035156,1.4947786738202309,16.326591010449853
189,87.90596008300781,131.72628784179688,1.4984909750989628,15.678854698616737
190,86.87845611572266,132.57608032226562,1.5259948927461768,13.086266112865394
191,84.83343505859375,125.57787322998047,1.4802874968253363,16.615820190601177
192,84.08525848388672,125.12799072265625,1.4881085338714224,15.796686458593234
193,82.73854064941406,122.24872589111328,1.477530603411471,16.391722059338356
194,83.94560241699219,124.09825134277344,1.4783174790541926,16.589548846063117
195,85.79110717773438,127.32742309570312,1.484156426981616,16.490621463673484
196,84.2149429321289,122.16873931884766,1.4506776952554221,18.975901539923548
197,81.73099517822266,121.35895538330078,1.4848584079842093,15.572548972775257
198,86.04049682617188,125.08800506591797,1.4538270893371759,19.153040593048594
199,89.19282531738281,131.63632202148438,1.475862229423399,17.95153103869297
200,89.00328826904297,132.05621337890625,1.4837228595388638,17.21015729271526
201,87.90596008300781,131.26641845703125,1.493259596198927,16.138724083382364
202,82.39936065673828,120.72911834716797,1.4651705715303416,17.336031026299118
203,78.99765014648438,116.67015075683594,1.4768812811583119,15.625203056392683
204,76.11466979980469,115.83036804199219,1.5217876967297757,11.575031980522573
205,75.82537078857422,114.97058868408203,1.5162548826125415,11.944118157591083
206,79.22708892822266,119.56941223144531,1.5091986068019183,13.115103111028537
207,74.63825988769531,112.24127960205078,1.5038035421904927,12.659914571582112
208,74.22926330566406,118.84959411621094,1.6011150969774224,5.357882395074361
209,75.04727172851562,119.63938903808594,1.5941870541394605,5.955548679019108
210,77.07233428955078,120.47917938232422,1.563196190862723,8.550558838423234
211,78.46894073486328,121.9088134765625,1.5535932094263527,9.489772311688006
212,82.21980285644531,124.62812042236328,1.5157920122961415,13.132472818001451
213,84.73368072509766,125.95777130126953,1.4865136298034263,16.066724267588576
214,87.31739044189453,132.57608032226562,1.518323894602514,13.830762541573483
215,87.9259033203125,128.92701721191406,1.4663143890854922,18.511951958281976
216,86.32979583740234,131.72628784179688,1.5258496393284244,13.005450998011332
217,89.50206756591797,138.3046112060547,1.545267220829215,11.807761664746726
218,88.07554626464844,134.93548583984375,1.532042565304007,12.757299518780973
219,89.5718994140625,135.39535522460938,1.5115829418634918,14.835462612679668
220,87.54682922363281,132.15618896484375,1.5095485483233113,14.639815428240587
221,86.09037780761719,134.17567443847656,1.5585443792372908,10.149976616632904
222,91.47725677490234,141.52378845214844,1.5470926156038474,11.938792466714778
223,94.80915069580078,142.97341918945312,1.5080128673253224,16.140538204285498
224,97.2232666015625,145.98265075683594,1.5015197067498018,17.22599817311025
225,94.15074920654297,137.72476196289062,1.462811110092786,20.272450787785893
226,104.53546142578125,157.459716796875,1.5062804013991868,18.151477589306076
227,110.26152038574219,163.22824096679688,1.4803735736252714,22.0951818601225
228,107.34861755371094,162.9083251953125,1.5175633269222377,17.474390955657107
229,110.19168853759766,166.61737060546875,1.5120684038580507,18.587607254963025
230,103.96685028076172,159.05931091308594,1.5299041038903018,15.587436307427629
231,104.1962890625,156.7299041748047,1.5041793290814174,18.306004574954137
232,104.4456787109375,154.0505828857422,1.4749349593685974,21.40832696360659
233,104.88461303710938,153.13082885742188,1.4599932671081357,23.072577420634964
234,106.77999877929688,160.3389892578125,1.5015826099531662,19.0792667869273
235,107.66999816894531,165.1477508544922,1.5338325779049273,15.780073541678325
236,105.81999969482422,162.65838623046875,1.5371232914341482,15.131571803982728
237,103.47000122070312,158.22952270507812,1.5292308962824122,15.574496278510656
238,103.25,156.35000610351562,1.514285773399667,17.080858826359993
239,109.5999984741211,169.22999572753906,1.544069325580309,14.971389766348414
240,107.01000213623047,171.35000610351562,1.601252244489971,8.458369072077664
241,106.70999908447266,168.75999450683594,1.5814824848161033,10.539531879046256
242,106.43000030517578,166.10000610351562,1.5606502454875784,12.72460164693607
243,104.70999908447266,159.8699951171875,1.5267882390889493,16.0372405121201
244,106.11000061035156,161.1999969482422,1.5191781737914374,17.08184479878009
245,108.61000061035156,171.69000244140625,1.5807936790034651,10.832202751334256
246,107.33999633789062,170.00999450683594,1.58384572672864,10.358098808764828
247,109.37000274658203,175.35000610351562,1.6032733080368837,8.461273200080631
248,111.87000274658203,180.72000122070312,1.6154464716523365,7.331641528611362
249,109.63999938964844,176.74000549316406,1.612002977718466,7.529227368722365
250,104.55999755859375,169.52000427246094,1.6212701628791129,6.132806961991099
251,104.7300033569336,165.7100067138672,1.58225915594699,10.231159069721036
